,easting,northing,elevation_od,chainage,fc,profile,reg_id,survey_unit,date,year,month
607,307580.231,81834.698,-1.858,329.396,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
178,307580.227,81834.622,-1.839,329.472,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1195,307626.679,81829.42,-0.69,329.606,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
993,307580.199,81834.094,-1.557,329.998,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1392,307667.832,81823.831,-0.41,330.161,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
810,307580.11,81833.644,-1.653,330.456,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1724,307667.866,81823.506,-0.195,330.475,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
495,307580.09,81833.553,-1.982,330.549,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1624,307626.499,81828.425,-0.793,330.617,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
257,307626.449,81828.287,-0.378,330.761,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1323,307580.055,81833.251,-0.814,330.853,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1467,307579.979,81832.93,-1.523,331.182,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
870,307579.973,81832.684,-1.823,331.426,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
352,307579.95,81832.656,-1.587,331.457,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1110,307626.309,81827.457,-0.523,331.603,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
896,307667.627,81822.283,-0.422,331.721,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
179,307579.819,81832.264,-1.909,331.865,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
608,307579.857,81832.098,-2.004,332.023,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
97,307667.511,81821.84,-0.795,332.177,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1535,307579.783,81831.847,-1.683,332.282,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1196,307626.205,81826.753,-0.926,332.314,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1111,307626.085,81826.47,-0.505,332.614,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1695,307579.746,81831.413,-1.613,332.717,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
994,307579.774,81831.261,-1.542,332.862,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
872,307579.669,81830.819,-1.713,333.315,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1393,307667.354,81820.599,-0.473,333.427,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1625,307625.934,81825.328,-0.689,333.765,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
180,307579.544,81830.3,-1.982,333.848,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
258,307625.879,81825.128,-0.501,333.971,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1324,307579.563,81830.142,-0.903,334.001,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
871,307579.479,81830.041,-1.962,334.114,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1468,307579.494,81829.847,-1.64,334.303,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
353,307579.437,81829.772,-1.738,334.386,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1197,307625.831,81824.666,-1.043,334.435,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1725,307667.096,81819.582,-0.322,334.473,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1112,307625.774,81824.368,-0.633,334.738,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1113,307625.706,81823.954,-0.65,335.157,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
98,307667.006,81818.861,-0.75,335.199,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
897,307666.959,81818.605,-0.485,335.459,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
995,307579.216,81828.489,-1.587,335.688,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1536,307579.221,81828.236,-1.963,335.937,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
354,307579.198,81828.055,-1.883,336.119,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1696,307579.1,81828.008,-1.848,336.181,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
873,307579.148,81827.943,-1.868,336.238,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1198,307625.492,81822.645,-1.101,336.484,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1394,307666.7,81817.03,-0.55,337.055,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1325,307579.102,81827.079,-1.075,337.098,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1626,307625.294,81821.924,-0.596,337.228,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
355,307579.013,81826.949,-1.968,337.24,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
259,307625.29,81821.884,-0.578,337.268,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1469,307578.949,81826.37,-1.679,337.822,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
996,307578.958,81826.149,-1.685,338.039,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1114,307625.205,81821.075,-0.709,338.08,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
99,307666.442,81815.875,-0.754,338.237,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1199,307625.136,81820.898,-1.106,338.266,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1726,307666.421,81815.679,-0.31,338.434,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
898,307666.395,81815.464,-0.543,338.65,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
874,307578.776,81825.397,-1.994,338.81,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1697,307578.638,81824.599,-1.903,339.62,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1200,307624.898,81819.328,-1.121,339.854,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1326,307578.492,81823.914,-1.179,340.32,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
997,307578.54,81823.902,-1.291,340.324,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
260,307624.798,81818.777,-0.667,340.413,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1395,307666.148,81813.666,-0.621,340.464,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1627,307624.659,81818.076,-0.614,341.128,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1327,307578.386,81822.913,-1.502,341.325,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1115,307624.587,81817.879,-0.788,341.335,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
100,307665.941,81812.744,-0.831,341.408,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1201,307624.606,81817.62,-0.473,341.586,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
899,307665.889,81812.475,-0.621,341.681,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
875,307578.302,81822.324,-2.094,341.92,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1470,307578.319,81822.219,-1.794,342.021,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1727,307665.832,81812.103,-0.383,342.058,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1202,307624.274,81816.151,0.125,343.091,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1698,307578.074,81821.13,-1.925,343.135,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
998,307578.062,81821.056,-1.323,343.21,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
261,307624.216,81815.662,-0.826,343.582,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1396,307665.555,81810.483,-0.702,343.701,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
101,307665.352,81809.567,-0.811,344.639,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1203,307624.049,81814.587,0.095,344.67,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1328,307577.917,81819.56,-1.718,344.71,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1116,307624.045,81814.498,-0.88,344.758,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
900,307665.322,81809.094,-0.641,345.11,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1628,307623.959,81814.062,-0.645,345.203,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1728,307665.314,81808.91,-0.202,345.292,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1471,307577.678,81818.769,-1.906,345.529,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1699,307577.654,81818.066,-2.104,346.227,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
999,307577.595,81817.948,-1.24,346.352,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
262,307623.736,81812.633,-0.851,346.649,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1397,307665.006,81806.984,-0.743,347.242,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
102,307664.917,81806.54,-0.787,347.695,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1204,307623.516,81811.468,-0.115,347.834,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1117,307623.471,81811.428,-0.999,347.881,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1329,307577.354,81816.41,-1.566,347.909,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1729,307664.819,81806.296,-0.121,347.952,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
901,307664.779,81805.977,-0.721,348.274,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1472,307577.236,81815.601,-1.945,348.727,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1629,307623.278,81810.285,-0.725,349.04,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1000,307577.149,81815.114,-1.393,349.221,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
263,307623.22,81809.87,-0.718,349.459,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1398,307664.426,81803.944,-0.821,350.337,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
103,307664.313,81803.258,-0.83,351.032,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1205,307622.948,81808.311,-0.281,351.042,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
902,307664.274,81803.239,-0.755,351.058,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1473,307576.808,81813.222,-2.03,351.143,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1118,307622.918,81808.183,-1.1,351.173,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1730,307664.27,81803.12,-0.247,351.176,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1330,307576.882,81813.154,-1.572,351.199,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1001,307576.664,81812.128,-1.537,352.246,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
264,307622.656,81806.621,-0.811,352.757,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1630,307622.518,81806.383,-0.786,353.015,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1399,307663.831,81800.633,-0.826,353.701,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
903,307663.784,81800.573,-0.822,353.768,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1331,307576.354,81810.402,-1.585,354.0,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1206,307622.413,81805.146,-0.524,354.252,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
104,307663.762,81800.069,-0.829,354.268,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1731,307663.748,81800.015,-0.327,354.324,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1119,307622.311,81804.795,-1.196,354.615,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1002,307576.21,81809.307,-1.642,355.104,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
265,307622.084,81803.428,-0.908,356.001,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1631,307622.0,81803.256,-0.927,356.185,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
904,307663.395,81798.144,-0.875,356.228,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1332,307575.996,81807.729,-1.617,356.696,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1400,307663.237,81797.342,-0.893,357.045,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1207,307621.825,81802.142,-0.692,357.312,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
105,307663.117,81796.881,-0.855,357.52,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1003,307575.816,81806.71,-1.783,357.73,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
905,307663.109,81796.656,-0.468,357.743,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1120,307621.762,81801.631,-1.315,357.826,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1732,307663.052,81796.419,-0.45,357.986,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
266,307621.551,81800.37,-0.964,359.105,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1632,307621.447,81799.585,-1.09,359.896,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1004,307575.457,81804.499,-1.97,359.97,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1333,307575.469,81804.463,-1.608,360.004,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1208,307621.336,81799.231,-0.714,360.264,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1401,307662.599,81794.017,-0.937,360.43,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
906,307662.621,81793.851,-0.432,360.59,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
106,307662.598,81793.789,-0.858,360.655,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1334,307575.254,81803.748,-1.456,360.744,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1121,307621.215,81798.466,-1.399,361.038,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1209,307621.174,81798.111,-0.826,361.395,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1733,307662.44,81792.809,-0.56,361.648,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
267,307620.986,81797.465,-1.116,362.064,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1402,307662.094,81790.886,-0.985,363.601,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
907,307662.066,81790.835,-0.536,363.657,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1335,307574.84,81800.673,-1.427,363.846,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1633,307620.694,81795.675,-1.177,363.877,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
188,307662.042,81790.545,-0.882,363.946,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1210,307620.675,81795.514,-1.031,364.039,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1404,307620.58,81795.115,-1.542,364.448,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1403,307661.881,81789.958,-1.019,364.552,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
268,307620.535,81794.713,-1.204,364.852,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1734,307661.713,81788.814,-0.56,365.708,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1336,307574.396,81798.001,-1.683,366.554,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
908,307661.582,81787.85,-0.633,366.68,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1211,307620.207,81792.801,-1.239,366.792,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
189,307661.453,81787.285,-0.898,367.259,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
107,307620.017,81791.94,-1.3,367.673,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1405,307620.009,81791.9,-1.626,367.714,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1041,307661.375,81786.686,-1.093,367.863,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1634,307620.002,81791.56,-1.38,368.05,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1337,307573.98,81795.447,-1.848,369.142,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
909,307661.103,81785.315,-0.729,369.26,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1735,307661.022,81784.976,-0.711,369.608,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1212,307619.649,81789.967,-1.389,369.68,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
108,307619.56,81789.238,-1.417,370.413,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
190,307660.881,81783.881,-0.863,370.711,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
910,307660.854,81783.882,-0.826,370.714,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1406,307619.42,81788.711,-1.724,370.957,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1042,307660.859,81783.594,-1.199,370.997,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
911,307660.727,81783.18,-0.821,371.428,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1338,307573.551,81792.665,-2.015,371.957,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1635,307619.308,81787.661,-1.55,372.01,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1736,307660.544,81782.006,-0.813,372.616,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
912,307660.523,81781.859,-0.868,372.764,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1213,307619.134,81786.836,-1.518,372.853,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
109,307619.046,81786.308,-1.515,373.388,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1043,307660.285,81780.839,-1.196,373.81,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
110,307618.861,81785.58,-1.545,374.137,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
191,307660.275,81780.435,-0.865,374.21,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1407,307618.887,81785.28,-1.903,374.428,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1214,307618.718,81784.242,-1.633,375.48,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
913,307660.063,81779.145,-0.867,375.517,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1636,307618.605,81784.221,-1.506,375.52,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1737,307659.978,81778.75,-0.865,375.921,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1408,307618.454,81783.176,-1.999,376.575,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1044,307659.788,81777.909,-1.249,376.782,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
111,307618.455,81782.951,-1.617,376.797,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
192,307659.75,81777.329,-0.963,377.36,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1215,307618.264,81781.891,-1.686,377.874,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
914,307659.508,81775.992,-1.008,378.718,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1637,307617.995,81780.444,-1.773,379.345,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
112,307617.979,81780.425,-1.706,379.367,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1738,307659.365,81775.341,-0.957,379.384,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1045,307659.313,81774.864,-1.331,379.863,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
193,307659.188,81774.214,-1.079,380.525,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1216,307617.813,81779.247,-1.776,380.556,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
915,307658.958,81773.205,-1.153,381.558,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
113,307617.551,81778.035,-1.793,381.795,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1739,307659.0,81772.736,-1.048,382.013,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1046,307658.746,81771.873,-1.46,382.907,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1217,307617.447,81776.908,-1.91,382.923,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1638,307617.434,81776.866,-1.837,382.967,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
194,307658.654,81771.034,-1.2,383.749,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1740,307658.602,81770.753,-1.039,384.035,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
114,307617.151,81775.734,-1.876,384.13,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
916,307658.549,81770.618,-1.275,384.177,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1218,307617.192,81775.438,-1.981,384.415,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
115,307616.838,81774.022,-1.95,385.871,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1047,307658.196,81768.595,-1.503,386.231,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1639,307616.843,81773.496,-1.896,386.388,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
917,307658.098,81767.976,-1.384,386.857,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
195,307658.058,81767.777,-1.326,387.06,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1741,307658.069,81767.66,-1.093,387.174,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
116,307616.617,81772.671,-2.006,387.24,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1640,307616.27,81770.987,-2.021,388.958,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
918,307657.641,81765.407,-1.508,389.467,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1048,307657.611,81764.991,-1.718,389.882,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
196,307657.486,81764.734,-1.442,390.156,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1742,307657.33,81764.046,-1.259,390.861,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
919,307657.248,81763.171,-1.628,391.737,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1049,307657.191,81762.634,-1.927,392.276,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
197,307656.914,81761.64,-1.495,393.303,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1050,307656.958,81761.517,-1.982,393.416,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1743,307656.834,81760.667,-1.378,394.275,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
920,307656.775,81760.566,-1.715,394.385,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
198,307656.432,81758.372,-1.568,396.605,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
921,307656.347,81758.149,-1.763,396.839,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1744,307656.03,81756.521,-1.539,398.497,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
922,307655.956,81755.671,-1.871,399.347,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
199,307655.827,81755.318,-1.706,399.717,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
923,307655.641,81754.013,-1.935,401.035,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1745,307655.515,81753.246,-1.668,401.812,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
924,307655.435,81752.851,-2.007,402.215,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
200,307655.332,81752.347,-1.583,402.729,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
201,307654.998,81750.609,-1.623,404.499,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1746,307654.726,81749.152,-1.837,405.981,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
202,307654.643,81748.375,-1.801,406.761,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
203,307654.295,81746.212,-1.942,408.951,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1747,307654.072,81745.53,-1.958,409.661,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
204,307654.002,81744.879,-2.035,410.315,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
